@relation forestfires

@attribute "R Mean" numeric
@attribute "G Mean" numeric
@attribute "B Mean" numeric
@attribute "R Standard deviation" numeric
@attribute "G Standard deviation" numeric
@attribute "B Standard deviation" numeric
@attribute "R Median" numeric
@attribute "G Median" numeric
@attribute "B Median" numeric
@attribute "R Entropy" numeric
@attribute "G Entropy" numeric
@attribute "B Entropy" numeric
@attribute "R Energy" numeric
@attribute "G Energy" numeric
@attribute "B Energy" numeric
@attribute "R Kurtosis" numeric
@attribute "G Kurtosis" numeric
@attribute "B Kurtosis" numeric
@attribute "L Mean" numeric
@attribute "a Mean" numeric
@attribute "b Mean" numeric
@attribute "L Standard deviation" numeric
@attribute "a Standard deviation" numeric
@attribute "b Standard deviation" numeric
@attribute "L median" numeric
@attribute "a median" numeric
@attribute "b median" numeric
@attribute "a b Correlation factor" numeric
@attribute class {H, F, N}

@data
170.06936274509803,166.57279411764705,165.8139705882353,72.06168614720461,77.53793881654579,85.65291308828287,187.0,182.5,192.0,5.185895269843345,5.136722413356292,4.613709877370532,0.008020593041138023,0.009946775278738943,0.056870794886582074,-1.2452404635713465,-1.3816397918569772,-1.5424602943122172,171.8732843137255,129.94901960784313,129.24019607843138,74.97788806065968,4.784456965068859,13.37097573546583,191.0,129.0,127.0,-0.3341813143061142,N
101.09044117647059,78.8546568627451,58.766666666666666,35.15621171790816,33.63051402241228,34.78532858788775,97.0,74.0,51.0,4.899688580400005,4.837600538441736,4.802363230928676,0.008671544598231449,0.009396386005382546,0.01001141387927721,0.5398498900239828,0.8326618343009189,1.165447345756931,89.11691176470588,134.57083333333333,143.49730392156863,35.74834163536106,3.0517404695994137,6.781245228481872,86.0,135.0,144.0,-0.112034757388475,N
140.12696078431372,121.03700980392156,40.13627450980392,35.77569087285157,36.04434704366033,34.40510617944322,136.0,122.0,34.0,4.915691194506425,4.942938798695561,4.552089558946915,0.008724649173394858,0.0087715061514802,0.019743367935409446,0.47923139220015054,0.3836821951907381,0.9760817570372482,130.3078431372549,126.50049019607843,171.31176470588235,34.4196896633949,10.93086562396225,11.302865280648081,130.0,128.0,171.0,-0.7945450767333462,N
159.97397296935634,130.36220393416298,109.70734644720996,55.12582585079011,48.23244663783269,40.31271440481696,151.0,121.0,102.0,5.206065240971942,5.178550290889142,5.024153599575678,0.00618059574439435,0.00614562888058996,0.007421984320412398,-1.2273554034662768,-0.9868740679740524,-0.6757094897534137,143.79553057674295,136.81443195503815,143.14806637227352,47.55736543292831,7.916933033165838,15.292680377809514,136.0,135.0,143.0,0.36334711253234686,N
137.67090909090908,108.515,96.27984848484849,17.398333316839768,8.386863058956964,6.977627883896796,135.0,107.0,96.0,4.138641668518743,3.4682656386525803,3.3303291811665616,0.018109825528007353,0.034989072543618015,0.04283103764921946,-0.597212304053381,-0.4575137126502482,0.15391478035768547,123.41712121212122,137.71166666666667,139.2281818181818,10.12664251774878,4.427330779180931,4.598852923215352,122.0,137.0,138.0,0.9261189165269537,N
156.84060606060606,121.13939393939394,103.83242424242424,8.335323861441426,4.148598842978587,5.335993577243324,156.0,121.0,104.0,3.4233563151200608,2.8326082236941352,3.071834159331937,0.039575390266299346,0.06803053259871444,0.054019191919191925,2.433389050223057,0.09085469467468021,0.333582904300715,137.5960606060606,139.41560606060605,142.76863636363638,4.407828737388181,2.9979031201056223,2.4949557513314597,138.0,139.0,142.0,0.785496570052381,N
148.14515151515153,120.30333333333333,101.79742424242424,6.5244405872874,5.995537818859434,6.497950215401512,147.0,119.0,101.0,3.1562483027470307,3.0921376551279147,3.2188031228074245,0.048986042240587696,0.05302561983471073,0.045401561065197445,-0.8285623132948858,-0.6192680389509984,-0.48631735363797235,134.51136363636363,136.0290909090909,142.1712121212121,6.01645656974663,0.8546144395108157,1.113588949722466,133.0,136.0,142.0,0.3551046680382584,N
133.11878787878788,101.62075757575758,83.51636363636364,10.808238091935905,7.909466482142748,6.7849458219769545,134.0,103.0,84.0,3.601551352876233,3.279340368675736,3.215084161750114,0.03760468319559228,0.04483112947658401,0.04639664830119376,2.5047371079641803,-1.1463649441693757,-0.7824307642964623,116.60515151515152,138.0298484848485,143.2128787878788,8.305757631036919,2.8240074643777664,2.4811380973325314,117.0,137.0,143.0,0.7983350125609882,N
107.15575757575758,82.59772727272727,70.71651515151515,26.486725895597274,10.200229987819279,6.071126397516273,107.0,85.0,72.0,4.317596547939921,3.4169380007963746,3.1409781548744724,0.01874729109274568,0.043260284664830055,0.05309334251606978,1.5422288817872891,2.8583092232668106,0.2243855106786703,95.40045454545455,136.36409090909092,138.90848484848485,14.669720405075395,7.213645419214878,7.0542349718200645,98.0,134.0,138.0,0.9295246163255452,N
92.33984848484849,86.44787878787879,82.21348484848485,15.997578982782878,12.506326098025594,11.092573272024168,89.0,82.0,79.0,4.095448808923568,3.7511140494246846,3.6870350475987923,0.020105601469237837,0.03125537190082642,0.03115059687786961,-0.21755069719883702,0.17440753869248704,0.15485552146660142,94.7128787878788,129.5578787878788,131.2178787878788,13.840809801272634,1.8205015252642442,2.4569841794433462,90.0,129.0,132.0,0.7778841426972287,N
